用户ID,评论内容,购买时间,点赞数,回复数,得分,评价时间,商品型号
16824166212,看起来非常不错，等用过后在来评价。,2021-12-12 11:00:12,0,1,5,2021-12-16 14:49:34,电小二（Dxpower） 户外电源600W大功率220V移动便携大容量电脑充电宝露营应急备用储能电源 户外电源500W
14920567383,机子很好  用起来也很顺手  值得推荐,2020-11-11 18:54:52,0,1,5,2020-11-17 15:54:59,电小二（Dxpower） 户外电源600W大功率220V移动便携大容量电脑充电宝露营应急备用储能电源 户外电源500W
15671637026,公司用的，很合适，很好用，下次会再买的,2021-03-24 14:38:33,0,2,5,2021-05-14 15:24:24,电小二（Dxpower） 户外电源600W大功率220V移动便携大容量电脑充电宝露营应急备用储能电源 户外电源500W
16742722656,不错，拿来备用。商家送了礼品很好用！,2021-11-03 20:40:04,0,1,5,2021-11-29 19:26:47,电小二（Dxpower） 户外电源600W大功率220V移动便携大容量电脑充电宝露营应急备用储能电源 户外电源500W
17493450878,客服很有耐心，快递员也很棒~,2022-05-12 11:49:57,0,1,5,2022-05-15 10:33:13,电小二（Dxpower） 户外电源600W大功率220V移动便携大容量电脑充电宝露营应急备用储能电源 户外电源500W
13416762882,商品很好用，物流速度也很快，一起很满意的购物体验。,2019-09-19 13:54:05,0,1,5,2019-11-06 10:10:42,电小二（Dxpower） 户外电源600W大功率220V移动便携大容量电脑充电宝露营应急备用储能电源 户外电源500W
13979051189,做工质感：做工非常标准，非常美观，非常好。,2020-03-26 19:11:39,0,1,5,2020-03-31 14:27:41,电小二（Dxpower） 户外电源600W大功率220V移动便携大容量电脑充电宝露营应急备用储能电源 户外电源500W
16608798084,电小二方便实用，做工很好。,2021-11-05 21:48:48,0,1,5,2021-11-09 21:59:00,电小二（Dxpower） 户外电源600W大功率220V移动便携大容量电脑充电宝露营应急备用储能电源 户外电源500W
16459499649,速度快，质量优，非常好的一次购物体验,2021-10-09 09:49:13,0,1,5,2021-10-14 11:13:53,电小二（Dxpower） 户外电源600W大功率220V移动便携大容量电脑充电宝露营应急备用储能电源 户外电源500W
13563944848,很好用的户外电源，使用很好，外业好帮手,2019-10-22 13:25:42,0,1,5,2019-12-06 08:01:59,电小二（Dxpower） 户外电源600W大功率220V移动便携大容量电脑充电宝露营应急备用储能电源 户外电源500W
13865737668,"做工质感：很好
蓄电容量：还没试
便携性能：挺方便",2020-02-27 10:45:14,0,1,5,2020-03-02 23:43:05,电小二（Dxpower） 户外电源600W大功率220V移动便携大容量电脑充电宝露营应急备用储能电源 户外电源500W
14892356750,"做工质感：非常棒！
便携性能：野外露营携带方便。",2020-11-11 00:06:41,0,1,5,2020-11-13 10:12:20,电小二（Dxpower） 户外电源600W大功率220V移动便携大容量电脑充电宝露营应急备用储能电源 户外电源500W
16264917515,东西非常满意，物流速度也很快，令人愉快的购物体验！,2021-08-26 21:46:53,0,1,5,2021-09-07 14:25:42,电小二（Dxpower） 户外电源600W大功率220V移动便携大容量电脑充电宝露营应急备用储能电源 户外电源500W
16595747751,150瓦的负载可以用一上午，真厉害,2021-10-28 19:52:03,0,1,5,2021-11-07 21:48:47,电小二（Dxpower） 户外电源600W大功率220V移动便携大容量电脑充电宝露营应急备用储能电源 户外电源500W
16851247419,超级喜欢，还可方便，自驾去,2021-12-19 17:13:46,0,1,5,2021-12-21 20:21:41,电小二（Dxpower） 户外电源600W大功率220V移动便携大容量电脑充电宝露营应急备用储能电源 户外电源500W
17288975060,好用，不错，很好，??,2022-03-04 20:01:29,0,1,5,2022-03-24 14:18:09,电小二（Dxpower） 户外电源600W大功率220V移动便携大容量电脑充电宝露营应急备用储能电源 户外电源500W
16080652619,外出用电确实方便了很多，真心不错,2021-07-04 14:37:15,0,1,5,2021-08-03 17:41:27,电小二（Dxpower） 户外电源600W大功率220V移动便携大容量电脑充电宝露营应急备用储能电源 户外电源500W
17159080386,好好好，非常好，以后还会买的,2022-02-19 11:03:04,0,1,5,2022-02-21 17:20:37,电小二（Dxpower） 户外电源600W大功率220V移动便携大容量电脑充电宝露营应急备用储能电源 户外电源500W
17287278617,东西非常不错，价格也不便宜,2022-03-13 11:24:36,0,1,5,2022-03-24 00:21:47,电小二（Dxpower） 户外电源600W大功率220V移动便携大容量电脑充电宝露营应急备用储能电源 户外电源500W
13100541866,很好很实用充满电后很实用，发货快物流也快。,2019-06-27 22:37:49,0,1,5,2019-08-09 15:27:49,电小二（Dxpower） 户外电源600W大功率220V移动便携大容量电脑充电宝露营应急备用储能电源 户外电源500W
13232856303,不错，超级好用，车上可以通交流电了。,2019-08-03 17:31:13,0,1,5,2019-09-17 06:57:13,电小二（Dxpower） 户外电源600W大功率220V移动便携大容量电脑充电宝露营应急备用储能电源 户外电源500W
16286059916,商品收到，做工很好。期待所有更好,2021-09-08 06:31:59,0,1,5,2021-09-11 10:21:14,电小二（Dxpower） 户外电源600W大功率220V移动便携大容量电脑充电宝露营应急备用储能电源 户外电源500W
15438761921,昨天买的今天就收到货·确实很不错·我特意拿吹风机试了一下！,2021-03-18 12:14:26,0,1,5,2021-03-19 16:59:14,电小二（Dxpower） 户外电源600W大功率220V移动便携大容量电脑充电宝露营应急备用储能电源 户外电源500W
14059039073,"充电速度：比想象中快
做工质感：感觉好高级",2020-04-16 04:57:40,0,1,5,2020-04-20 22:40:22,电小二（Dxpower） 户外电源600W大功率220V移动便携大容量电脑充电宝露营应急备用储能电源 户外电源500W
13614003703,不错不错，电小二户外电源非常好，谢谢卖家。,2019-12-12 22:49:27,0,1,5,2019-12-17 17:04:23,电小二（Dxpower） 户外电源600W大功率220V移动便携大容量电脑充电宝露营应急备用储能电源 户外电源500W
16054739504,大品牌质量很好，很满意的一次购物！不错不错！,2021-07-22 11:04:18,0,1,5,2021-07-29 13:33:00,电小二（Dxpower） 户外电源600W大功率220V移动便携大容量电脑充电宝露营应急备用储能电源 户外电源500W
17475703835,很好不错的！！！！！！！！,2022-03-30 13:34:13,0,1,5,2022-05-11 09:39:46,电小二（Dxpower） 户外电源600W大功率220V移动便携大容量电脑充电宝露营应急备用储能电源 户外电源500W
16842981822,东西很不错，很赞的，值得推荐购买,2021-11-22 16:45:20,0,1,5,2021-12-20 11:35:10,电小二（Dxpower） 户外电源600W大功率220V移动便携大容量电脑充电宝露营应急备用储能电源 户外电源500W
16792438207,京东快递神速的好，京东自营一如既往的好！,2021-10-13 23:07:12,0,1,5,2021-12-10 10:26:24,电小二（Dxpower） 户外电源600W大功率220V移动便携大容量电脑充电宝露营应急备用储能电源 户外电源500W
15713921953,比预计晚一天 超出我的预估  值得入手的一件宝贝,2021-05-17 00:35:25,0,1,5,2021-05-24 19:48:01,电小二（Dxpower） 户外电源600W大功率220V移动便携大容量电脑充电宝露营应急备用储能电源 户外电源500W
14797992712,非常好用，解决了我充电的大问题，后悔买小了,2020-09-27 10:34:16,0,1,5,2020-10-26 01:03:02,电小二（Dxpower） 户外电源600W大功率220V移动便携大容量电脑充电宝露营应急备用储能电源 户外电源500W
14483588682,安装方便，质量很好，下次还会光顾,2020-08-01 09:47:00,0,1,5,2020-08-01 19:02:31,电小二（Dxpower） 户外电源600W大功率220V移动便携大容量电脑充电宝露营应急备用储能电源 户外电源500W
14538725241,非常满意的一次购物。很时尚，很大气。,2020-08-01 18:17:53,0,1,5,2020-08-17 02:36:11,电小二（Dxpower） 户外电源600W大功率220V移动便携大容量电脑充电宝露营应急备用储能电源 户外电源500W
14573287210,"做工质感：很好
蓄电容量：可以
充电速度：慢
便携性能：好",2020-08-17 10:53:51,0,1,5,2020-08-26 17:04:11,电小二（Dxpower） 户外电源600W大功率220V移动便携大容量电脑充电宝露营应急备用储能电源 户外电源500W
13142474102,很好的东西，方便实用，非常满意。,2019-08-18 18:24:14,0,1,5,2019-08-22 06:36:20,电小二（Dxpower） 户外电源600W大功率220V移动便携大容量电脑充电宝露营应急备用储能电源 户外电源500W
15938588363,还是很不错的，希望能够用的住,2021-06-16 11:55:40,0,1,5,2021-07-07 10:23:38,电小二（Dxpower） 户外电源600W大功率220V移动便携大容量电脑充电宝露营应急备用储能电源 户外电源500W
13535293544,"做工质感：很好
充电速度：时间不算长
便携性能：好",2019-11-11 00:01:18,0,1,5,2019-11-28 22:53:31,电小二（Dxpower） 户外电源600W大功率220V移动便携大容量电脑充电宝露营应急备用储能电源 户外电源500W
16537468933,高端大气上档次  品牌保证,2021-10-05 19:53:01,0,1,5,2021-10-29 17:10:55,电小二（Dxpower） 户外电源600W大功率220V移动便携大容量电脑充电宝露营应急备用储能电源 户外电源500W
16741776238,效果杠杠的，能量很足。,2021-11-16 08:32:04,0,1,5,2021-11-29 16:43:29,电小二（Dxpower） 户外电源600W大功率220V移动便携大容量电脑充电宝露营应急备用储能电源 户外电源500W
13591576250,非常不错的购物体验，大型移动电源简直是。,2019-11-18 22:22:33,0,1,5,2019-12-12 21:52:35,电小二（Dxpower） 户外电源600W大功率220V移动便携大容量电脑充电宝露营应急备用储能电源 户外电源500W
16743650419,物流快，是正品，送的东西也很好,2021-11-26 18:35:11,0,1,5,2021-11-29 21:54:47,电小二（Dxpower） 户外电源600W大功率220V移动便携大容量电脑充电宝露营应急备用储能电源 户外电源500W
14613862398,其他特色：非常适合户外出游携带！非常棒的产品！,2020-08-21 00:20:55,0,1,5,2020-09-07 01:42:31,电小二（Dxpower） 户外电源600W大功率220V移动便携大容量电脑充电宝露营应急备用储能电源 户外电源500W
15866492840,做工很扎实，电量耐用,2021-06-18 00:46:11,0,1,5,2021-06-25 08:56:00,电小二（Dxpower） 户外电源600W大功率220V移动便携大容量电脑充电宝露营应急备用储能电源 户外电源500W
13200479808,电小二真心不错，自驾游必备品,2019-08-21 10:12:58,0,1,5,2019-09-08 00:35:45,电小二（Dxpower） 户外电源600W大功率220V移动便携大容量电脑充电宝露营应急备用储能电源 户外电源500W
13030270334,很满意，客服有耐心，就等日子到了出发！,2019-07-15 13:36:50,0,2,5,2019-07-19 16:01:02,电小二（Dxpower） 户外电源600W大功率220V移动便携大容量电脑充电宝露营应急备用储能电源 户外电源500W
14384798307,使用了半个月了，非常好，请大家放心购买。,2020-06-19 10:24:25,0,1,5,2020-07-06 08:50:50,电小二（Dxpower） 户外电源600W大功率220V移动便携大容量电脑充电宝露营应急备用储能电源 户外电源500W
13338442833,很好 还是会回购的 物流很快,2019-10-11 13:50:24,0,1,5,2019-10-17 13:14:39,电小二（Dxpower） 户外电源600W大功率220V移动便携大容量电脑充电宝露营应急备用储能电源 户外电源500W
14037035938,做工质感：挺好的，拿着也很舒服,2020-04-14 17:26:14,0,1,5,2020-04-15 14:22:13,电小二（Dxpower） 户外电源600W大功率220V移动便携大容量电脑充电宝露营应急备用储能电源 户外电源500W
16883763058,做工一流，美观大气。,2021-12-12 23:41:25,0,1,5,2021-12-27 07:45:28,电小二（Dxpower） 户外电源600W大功率220V移动便携大容量电脑充电宝露营应急备用储能电源 户外电源500W
16037881184,确实不错很好很不错真的,2021-06-16 00:01:31,0,1,5,2021-07-25 15:26:32,电小二（Dxpower） 户外电源600W大功率220V移动便携大容量电脑充电宝露营应急备用储能电源 户外电源500W
16549021439,非常满意，下次再来！！性价比好高！,2021-09-20 11:32:06,0,1,5,2021-10-31 22:03:31,电小二（Dxpower） 户外电源600W大功率220V移动便携大容量电脑充电宝露营应急备用储能电源 户外电源500W
16230073384,不光送货速度很快 ，包装很好。,2021-08-25 05:59:46,0,2,5,2021-08-31 22:00:17,电小二（Dxpower） 户外电源600W大功率220V移动便携大容量电脑充电宝露营应急备用储能电源 户外电源500W
16697105138,非常喜欢，出去玩方便了。,2021-11-18 19:54:47,0,1,5,2021-11-21 14:50:09,电小二（Dxpower） 户外电源600W大功率220V移动便携大容量电脑充电宝露营应急备用储能电源 户外电源500W
13673494541,用着不错，很好，功率十足,2019-12-09 15:21:25,0,1,5,2020-01-02 11:15:02,电小二（Dxpower） 户外电源600W大功率220V移动便携大容量电脑充电宝露营应急备用储能电源 户外电源500W
14053545349,做工精细，外观美观，非常喜欢。,2020-04-16 09:03:59,0,1,5,2020-04-19 17:17:04,电小二（Dxpower） 户外电源600W大功率220V移动便携大容量电脑充电宝露营应急备用储能电源 户外电源500W
15082198249,这个不错 挺好的 很好用,2020-12-15 14:08:57,0,1,5,2020-12-22 18:11:40,电小二（Dxpower） 户外电源600W大功率220V移动便携大容量电脑充电宝露营应急备用储能电源 户外电源500W
14626395585,"我还没收到货呢，咋就确认收货了？
谁点的确认收货？？？？？",2020-09-03 10:57:56,9,2,1,2020-09-10 12:52:38,电小二（Dxpower） 户外电源600W大功率220V移动便携大容量电脑充电宝露营应急备用储能电源 户外电源500W
16616519503,产品很好，客服的服务也很好。,2021-10-27 15:35:22,0,1,5,2021-11-11 07:26:13,电小二（Dxpower） 户外电源600W大功率220V移动便携大容量电脑充电宝露营应急备用储能电源 户外电源500W
16824828446,发货很快价格实惠好评好评,2021-12-14 07:52:25,0,1,5,2021-12-16 16:32:27,电小二（Dxpower） 户外电源600W大功率220V移动便携大容量电脑充电宝露营应急备用储能电源 户外电源500W
15163691584,发货迅速，包装很好，做工精细,2021-01-05 15:51:19,0,1,5,2021-01-07 17:36:46,电小二（Dxpower） 户外电源600W大功率220V移动便携大容量电脑充电宝露营应急备用储能电源 户外电源500W
13544556964,"做工质感：很好
蓄电容量：不错
便携性能：好",2019-11-11 00:13:51,0,1,5,2019-12-01 12:08:21,电小二（Dxpower） 户外电源600W大功率220V移动便携大容量电脑充电宝露营应急备用储能电源 户外电源500W
15883290335,发货速度超快，质量好,2021-06-19 10:22:31,0,1,5,2021-06-28 14:15:05,电小二（Dxpower） 户外电源600W大功率220V移动便携大容量电脑充电宝露营应急备用储能电源 户外电源500W
16817820152,好的很，还是你的不错,2021-12-12 14:34:31,0,1,5,2021-12-15 12:15:55,电小二（Dxpower） 户外电源600W大功率220V移动便携大容量电脑充电宝露营应急备用储能电源 户外电源500W
14069666969,东西非常好，电量耐用，喜欢,2020-03-05 10:51:49,0,1,5,2020-04-23 16:52:46,电小二（Dxpower） 户外电源600W大功率220V移动便携大容量电脑充电宝露营应急备用储能电源 户外电源500W
13173176165,非常实用，做工质量都很好,2019-08-12 19:44:35,0,1,5,2019-08-31 09:51:37,电小二（Dxpower） 户外电源600W大功率220V移动便携大容量电脑充电宝露营应急备用储能电源 户外电源500W
16106315622,非常好，值得推荐，赶紧买,2021-06-18 00:15:14,0,1,5,2021-08-08 12:52:14,电小二（Dxpower） 户外电源600W大功率220V移动便携大容量电脑充电宝露营应急备用储能电源 户外电源500W
14480641371,旅游外出必备品，非常实用,2020-07-28 17:34:05,0,1,5,2020-07-31 22:28:46,电小二（Dxpower） 户外电源600W大功率220V移动便携大容量电脑充电宝露营应急备用储能电源 户外电源500W
13085832216,"很方便接口齐全,物流速度很快！",2019-07-21 12:23:47,0,1,5,2019-08-05 10:51:49,电小二（Dxpower） 户外电源600W大功率220V移动便携大容量电脑充电宝露营应急备用储能电源 户外电源500W
16396872766,很好，非常满意 谢谢,2021-09-14 15:04:27,0,1,5,2021-10-01 23:18:43,电小二（Dxpower） 户外电源600W大功率220V移动便携大容量电脑充电宝露营应急备用储能电源 户外电源500W
13221594748,送货速度快，实惠，值得推荐，很好,2019-09-07 23:01:03,0,1,5,2019-09-13 22:49:37,电小二（Dxpower） 户外电源600W大功率220V移动便携大容量电脑充电宝露营应急备用储能电源 户外电源500W
12938320046,高端大气上档次，服务也好，好评,2019-06-18 13:06:36,0,1,5,2019-06-24 08:55:14,电小二（Dxpower） 户外电源600W大功率220V移动便携大容量电脑充电宝露营应急备用储能电源 户外电源500W
13764492194,质量很好！很值得买，点赞！,2019-12-23 16:45:32,0,1,5,2020-01-31 10:57:06,电小二（Dxpower） 户外电源600W大功率220V移动便携大容量电脑充电宝露营应急备用储能电源 户外电源500W
14100721752,其他特色：都很好！很满意的一个户外用品,2020-03-20 17:17:30,0,1,5,2020-05-01 19:06:59,电小二（Dxpower） 户外电源600W大功率220V移动便携大容量电脑充电宝露营应急备用储能电源 户外电源500W
14316554515,收到后试了一下，很好。非常满意。,2020-06-18 00:08:23,0,1,5,2020-06-20 18:30:50,电小二（Dxpower） 户外电源600W大功率220V移动便携大容量电脑充电宝露营应急备用储能电源 户外电源500W
14447456606,蓄电容量：非常好，还送礼品。份量很足,2020-07-20 17:16:20,0,1,5,2020-07-22 21:06:21,电小二（Dxpower） 户外电源600W大功率220V移动便携大容量电脑充电宝露营应急备用储能电源 户外电源500W
14261526713,不错的物品，很好，品质如一，赞?赞,2020-06-06 14:21:38,0,1,5,2020-06-09 19:03:15,电小二（Dxpower） 户外电源600W大功率220V移动便携大容量电脑充电宝露营应急备用储能电源 户外电源500W
12969903173,东西很好，很喜欢，一次愉快的购物,2019-06-22 06:02:52,0,1,5,2019-07-02 04:43:31,电小二（Dxpower） 户外电源600W大功率220V移动便携大容量电脑充电宝露营应急备用储能电源 户外电源500W
13182152397,质量非常的好的好的，需要再来,2019-08-30 20:29:43,0,1,5,2019-09-02 19:27:46,电小二（Dxpower） 户外电源600W大功率220V移动便携大容量电脑充电宝露营应急备用储能电源 户外电源500W
15426840816,大品牌信的过，质量很好。,2021-01-21 08:07:05,0,1,5,2021-03-16 14:18:10,电小二（Dxpower） 户外电源600W大功率220V移动便携大容量电脑充电宝露营应急备用储能电源 户外电源500W
15820150064,很不不错，东西很棒经常来,2021-05-19 08:38:00,0,1,5,2021-06-17 11:05:27,电小二（Dxpower） 户外电源600W大功率220V移动便携大容量电脑充电宝露营应急备用储能电源 户外电源500W
13211573084,东西很不错，外出旅游用很方便,2019-08-14 10:42:42,0,1,5,2019-09-10 23:27:25,电小二（Dxpower） 户外电源600W大功率220V移动便携大容量电脑充电宝露营应急备用储能电源 户外电源500W
13449196064,非常好用，出门旅行必备良品。,2019-09-22 16:51:18,0,1,5,2019-11-12 09:32:01,电小二（Dxpower） 户外电源600W大功率220V移动便携大容量电脑充电宝露营应急备用储能电源 户外电源500W
12988059457,非常不错，性价比高，电量耐用,2019-07-01 08:24:15,0,1,5,2019-07-07 13:06:05,电小二（Dxpower） 户外电源600W大功率220V移动便携大容量电脑充电宝露营应急备用储能电源 户外电源500W
13054105725,好评，户外使用起来很方便?,2019-07-19 11:14:05,0,1,5,2019-07-26 16:11:46,电小二（Dxpower） 户外电源600W大功率220V移动便携大容量电脑充电宝露营应急备用储能电源 户外电源500W
12989329367,目前网上性价比应该是很好的一款了?,2019-06-23 13:28:52,1,1,5,2019-07-07 19:33:06,电小二（Dxpower） 户外电源600W大功率220V移动便携大容量电脑充电宝露营应急备用储能电源 户外电源500W
14069331017,质量很好，服务好，非常满意！,2020-04-16 00:15:40,0,1,5,2020-04-23 15:25:09,电小二（Dxpower） 户外电源600W大功率220V移动便携大容量电脑充电宝露营应急备用储能电源 户外电源500W
12979836177,东西很好，使用方便，推荐购买！,2019-06-25 00:11:10,0,1,5,2019-07-04 21:43:53,电小二（Dxpower） 户外电源600W大功率220V移动便携大容量电脑充电宝露营应急备用储能电源 户外电源500W
13663818052,很漂亮的电源，也不重,2019-12-27 16:01:07,0,1,5,2019-12-30 16:07:02,电小二（Dxpower） 户外电源600W大功率220V移动便携大容量电脑充电宝露营应急备用储能电源 户外电源500W
13824790608,很好不错不错质量很不错阿,2020-02-08 07:35:33,0,1,5,2020-02-21 19:25:54,电小二（Dxpower） 户外电源600W大功率220V移动便携大容量电脑充电宝露营应急备用储能电源 户外电源500W
13139026369,功能很齐全，还没使用,2019-08-19 00:26:04,0,1,5,2019-08-21 04:14:01,电小二（Dxpower） 户外电源600W大功率220V移动便携大容量电脑充电宝露营应急备用储能电源 户外电源500W
13348473326,做工非常好，超级喜欢！推荐！,2019-10-18 16:21:29,0,1,5,2019-10-20 10:42:30,电小二（Dxpower） 户外电源600W大功率220V移动便携大容量电脑充电宝露营应急备用储能电源 户外电源500W
13432656839,价格实惠，送货上门，服务很好。,2019-09-26 12:58:23,0,1,5,2019-11-09 15:34:31,电小二（Dxpower） 户外电源600W大功率220V移动便携大容量电脑充电宝露营应急备用储能电源 户外电源500W
14541947161,其他特色：这事一次很不错的购物体验,2020-07-21 13:36:28,0,1,5,2020-08-17 21:21:21,电小二（Dxpower） 户外电源600W大功率220V移动便携大容量电脑充电宝露营应急备用储能电源 户外电源500W
12982021337,很喜欢?户外用电无忧愁,2019-06-04 19:40:27,0,1,5,2019-07-05 15:36:14,电小二（Dxpower） 户外电源600W大功率220V移动便携大容量电脑充电宝露营应急备用储能电源 户外电源500W
13216983083,昨天收到货，今天试用一下，非常棒。,2019-09-09 10:01:27,0,1,5,2019-09-12 14:24:04,电小二（Dxpower） 户外电源600W大功率220V移动便携大容量电脑充电宝露营应急备用储能电源 户外电源500W
13993450820,做工非常漂亮，顺丰给力,2020-04-02 13:00:04,0,1,5,2020-04-04 10:47:59,电小二（Dxpower） 户外电源600W大功率220V移动便携大容量电脑充电宝露营应急备用储能电源 户外电源500W
13066839640,结实好用，非常方便。,2019-07-28 16:14:55,0,1,5,2019-07-30 13:38:33,电小二（Dxpower） 户外电源600W大功率220V移动便携大容量电脑充电宝露营应急备用储能电源 户外电源500W
13380846629,做工质感：美观大气上档次,2019-10-18 22:08:36,0,1,5,2019-10-29 09:12:40,电小二（Dxpower） 户外电源600W大功率220V移动便携大容量电脑充电宝露营应急备用储能电源 户外电源500W
13360429534,非常好用，计划再买一个送朋友,2019-10-20 15:08:23,0,1,5,2019-10-23 13:14:17,电小二（Dxpower） 户外电源600W大功率220V移动便携大容量电脑充电宝露营应急备用储能电源 户外电源500W
14557024002,接上灯照明很亮非常好,2020-08-16 20:46:19,0,1,5,2020-08-22 04:42:37,电小二（Dxpower） 户外电源600W大功率220V移动便携大容量电脑充电宝露营应急备用储能电源 户外电源500W
15671643654,公司用的，很合适，很好用，下次会再买的,2021-03-26 11:28:39,0,1,5,2021-05-14 15:25:41,电小二（Dxpower） 户外电源600W大功率220V移动便携大容量电脑充电宝露营应急备用储能电源 户外电源500W
14272240145,给爸爸买的 很喜欢。,2020-05-18 22:06:19,0,1,5,2020-06-12 07:12:16,电小二（Dxpower） 户外电源600W大功率220V移动便携大容量电脑充电宝露营应急备用储能电源 户外电源500W
18672457353,做工精细，质感好！充电速度也快，纯正弦波不伤电器。高档沙金颜值担当，外型小巧携带方便，不愧是大品牌。接口一应俱全，配件该有的都有。哪哪都好。小二，充电啦！户外电源叫小二准没错！,2023-01-07 11:27:06,0,1,5,2023-01-09 14:38:26,电小二（Dxpower） 户外电源600W大功率220V移动便携大容量电脑充电宝露营应急备用储能电源 户外电源500W
17779186926,挺好，邮的快，包装很严实。早就想买移动电源，因为爱自驾出游，挑选很久，在评论和价格上觉着这款挺实用。唯一的缺点就是不带包，因为别的移动电源都是带包的，没办法，客服不给配，只能自己买了。这个电源挺抗用的，用了3天了还有80%的电，用点烟口和USB口耗电量底。220V插口就费电了，因为里面还有逆变器工作，声音不太大，和笔记本电脑声音差不多，玩了一个半小时的电脑耗电量10%。其余的都是给风扇和手机充电，在用用试试吧，电池好不好用在于质量，用段时间才能知道。移动电源安全性不知道怎么样。长期在车内高温，怕自燃，希望安全性高，大品牌值得信赖么？,2022-07-04 11:20:58,0,1,5,2022-07-14 23:27:37,电小二（Dxpower） 户外电源600W大功率220V移动便携大容量电脑充电宝露营应急备用储能电源 户外电源500W
17838722214,炎炎夏日也挡不住我去露营，焗桑拿般的感受，带着电小二开着小风扇，那感觉~~~~爽歪歪。续航够了对我来说，还有一块太阳能充电板，西藏之旅安排上~~~~灵魂早已在路上~~,2022-06-16 23:59:58,0,1,5,2022-07-28 12:31:30,电小二（Dxpower） 户外电源600W大功率220V移动便携大容量电脑充电宝露营应急备用储能电源 户外电源500W
19019977459,买了店小二和正浩的户外电源，经过多方面的对比总体来说还是店小二的电源不错，正浩的电源插手机充电器输出功率会显示 0，而店小二的能显示 18W，这点说明店小二的输出识别率更高。散热风扇也是店小二的静音一些。不过正浩支持 app 挺不错，充电速度上店小二慢一点，散热风扇启动的频率比正浩高点。不过外观方面我更喜欢店小二。还有客服可可服务挺好，很棒?。,2023-04-05 23:49:10,0,1,5,2023-04-13 22:26:35,电小二（Dxpower） 户外电源600W大功率220V移动便携大容量电脑充电宝露营应急备用储能电源 户外电源500W
18757558939,首次选购，比较了半天，还是选了电小二，没有选郑浩。基本上从性能参数上没什么区别，从售价上也伯仲之间，单看外观各有优点，最后还是选了电小二，第一名字好听，颜色满意，品牌出现最早（个人认知），质量可靠，后续可以拓展。以上仅代表个人喜好。,2023-01-28 19:12:01,0,0,5,2023-02-06 20:47:16,电小二（Dxpower） 户外电源600W大功率220V移动便携大容量电脑充电宝露营应急备用储能电源 户外电源500W
19021133522,品牌东西不然，容量够电视用2-3个小时，质量不错，使用比较简单方便，大小也合适。,2023-04-06 13:27:56,0,1,5,2023-04-14 12:29:26,电小二（Dxpower） 户外电源600W大功率220V移动便携大容量电脑充电宝露营应急备用储能电源 户外电源500W
19008141605,朋友推荐的，一到就开始充电，以后外出露营再也不怕没电啦，京东就是快，发货及时，送货上门，必须赞一下,2023-04-06 15:26:38,0,1,5,2023-04-10 11:15:29,电小二（Dxpower） 户外电源600W大功率220V移动便携大容量电脑充电宝露营应急备用储能电源 户外电源500W
19003541144,大容量电源，加汽车紧急充电线，再加户外活动时间用的整理包。齐活了。,2023-04-05 18:06:06,0,1,5,2023-04-08 22:28:43,电小二（Dxpower） 户外电源600W大功率220V移动便携大容量电脑充电宝露营应急备用储能电源 户外电源500W
18585178829,尽管赶上了这轮疫情放开，有点颇费周折，但最终全部货品还是都收到了，产品非常满意！,2022-12-12 01:35:14,0,0,5,2022-12-21 18:41:12,电小二（Dxpower） 户外电源600W大功率220V移动便携大容量电脑充电宝露营应急备用储能电源 户外电源500W
18589732151,电源使用的一次，试用电饭煲做饭，满电做好饭还有82%的电，烧水试了下700多W，没敢烧下去，也没报警。感觉还是不错的。,2022-12-03 02:43:07,0,0,5,2022-12-22 15:56:38,电小二（Dxpower） 户外电源600W大功率220V移动便携大容量电脑充电宝露营应急备用储能电源 户外电源500W
18881901365,正在充电，充电也挺快的，新设备有46%的电。充电后再试试,2023-02-27 21:32:45,0,1,5,2023-03-10 21:47:31,电小二（Dxpower） 户外电源600W大功率220V移动便携大容量电脑充电宝露营应急备用储能电源 户外电源500W
17898069129,外观结实耐看，一体的提把方便手拿，加了太阳能板增加出游时使用的便利性。,2022-08-02 00:09:52,0,1,5,2022-08-11 11:52:41,电小二（Dxpower） 户外电源600W大功率220V移动便携大容量电脑充电宝露营应急备用储能电源 户外电源500W
18787948909,都说电小二的户外电源质量比较好，买了主要是自驾游时胰岛素盒用，还可以临时做饭和手机充电用。准备出去玩了，盒子上开了窗户，便于插线。放车上还用原来的包装盒，减震比较好。今天用车载电饭锅做了一次饭，用了大约20%的电，还是比较满意。,2023-02-09 10:09:24,0,0,5,2023-02-15 14:18:48,电小二（Dxpower） 户外电源600W大功率220V移动便携大容量电脑充电宝露营应急备用储能电源 户外电源500W
18045414917,充一次电可用于直播约三四个小时，电压稳定，大牌值得推荐！,2022-08-11 20:01:42,0,0,5,2022-09-10 23:36:14,电小二（Dxpower） 户外电源600W大功率220V移动便携大容量电脑充电宝露营应急备用储能电源 户外电源500W
17844326167,"比想象的重量略轻一些（本来也是冲着重量选的），用起来还不错，优点不说了，有几个不太满意的：
1、容量带车载冰箱使用时间比想象中要短；
2、在家里充电显示输入功率85w，充满时间还是挺长的。",2022-06-15 20:23:12,0,1,5,2022-07-29 15:28:50,电小二（Dxpower） 户外电源600W大功率220V移动便携大容量电脑充电宝露营应急备用储能电源 户外电源500W
